hhnum,0.25 mi,0.50 mi,1.0 mi,2.0 mi,5.0 mi,10.0 mi,15.0 mi,30.0 mi,0.25 mi_ff,0.50 mi_ff,1.0 mi_ff,2.0 mi_ff,5.0 mi_ff,10.0 mi_ff,15.0 mi_ff,30.0 mi_ff,nearsnap_dist,nearsnap_stype,nearff_dist
111408,1,6,20,45,94,181,256,1158,0,1,3,11,52,112,125,130,0.11,CS,0.41
111412,0,1,9,21,54,72,89,199,0,2,4,25,48,52,53,78,0.46,SM,0.4
111420,1,5,6,14,15,17,45,216,4,8,8,10,10,10,10,22,0.23,SS,0.17
111423,0,0,0,1,14,17,25,108,0,0,0,1,11,12,15,29,1.92,CS,1.92
111429,0,0,1,2,18,79,213,1306,0,0,0,0,25,93,222,962,0.52,CS,3.08
111442,0,2,13,44,114,152,160,222,0,3,15,45,95,123,125,131,0.27,CS,0.36
111444,0,7,18,31,44,45,48,52,0,3,17,18,22,22,22,22,0.26,BB,0.31
111450,6,28,58,136,708,6191,10577,15096,0,7,9,20,100,180,180,180,0.09,SG,0.27
111455,0,0,2,20,83,164,407,2456,0,0,2,29,81,115,160,215,0.95,CO,0.98
111457,13,54,119,258,1371,8259,12832,15115,1,8,19,63,148,180,180,180,0.0,CS,0.24
111461,1,5,12,39,86,171,249,1130,0,0,1,10,37,107,124,130,0.08,SS,0.57
111462,1,4,10,14,148,422,662,857,4,10,17,26,136,337,470,553,0.25,SM,0.17
111465,1,1,9,29,81,207,294,1279,0,0,7,25,55,122,127,130,0.22,CO,0.51
111466,2,7,23,59,267,559,776,963,0,0,3,15,87,249,416,439,0.11,CS,0.71
111469,0,1,6,17,76,262,622,2344,0,4,14,29,70,198,421,1473,0.39,SS,0.34
111470,0,0,0,1,7,88,223,402,0,0,0,1,1,56,169,212,1.84,ME,1.84
111477,1,1,11,59,343,778,1325,5128,1,1,10,48,243,370,523,1168,0.08,CS,0.14
111482,0,2,17,41,64,89,125,290,0,0,4,12,37,44,52,53,0.31,CS,0.74
111483,1,2,13,92,435,754,918,1065,0,0,4,36,114,253,311,345,0.25,CS,0.53
111496,1,1,5,16,99,544,1162,2962,1,1,3,8,56,124,379,869,0.18,CS,0.18
111499,4,10,24,94,381,809,1127,1738,8,10,12,31,148,373,520,573,0.14,CS,0.13
111507,3,8,20,60,256,552,774,957,0,0,3,15,77,244,413,439,0.08,CS,0.54
111513,0,0,0,0,10,52,90,601,0,0,0,0,7,42,67,80,2.97,CS,3.32
111523,0,0,0,0,0,15,110,217,0,0,0,0,0,7,60,128,5.84,CS,7.89
111526,0,0,3,4,16,50,179,745,0,0,0,0,6,9,33,51,0.51,CO,2.22
111527,1,6,16,32,137,656,1418,2899,2,5,11,30,155,734,1161,1478,0.12,CS,0.1
111534,2,7,22,59,266,557,776,964,0,0,3,15,82,248,415,439,0.11,CS,0.66
111535,0,2,3,18,151,580,986,1619,0,1,2,14,88,289,427,573,0.42,CO,0.48
111536,0,0,0,3,5,29,58,222,0,0,4,7,7,23,24,44,1.35,CS,0.88
111541,0,6,24,46,145,542,802,1936,1,3,9,26,139,512,741,1472,0.29,SG,0.18
111543,5,14,51,170,944,2275,3197,4935,0,0,11,55,285,790,947,1088,0.12,CS,0.64
111554,0,0,0,0,8,60,95,414,0,0,0,0,0,21,50,206,2.49,FV,5.33
111555,0,0,1,7,118,429,881,1757,0,0,0,2,73,194,196,196,0.82,CS,1.12
111557,0,2,5,33,240,490,619,911,0,1,24,51,169,393,526,582,0.34,CS,0.36
111558,0,0,0,1,7,24,67,206,0,0,0,0,0,6,18,30,1.56,CS,6.9
111562,1,6,89,379,2840,8990,11740,14965,1,3,24,71,336,424,428,428,0.11,SS,0.2
111563,2,7,12,34,115,154,160,229,0,0,4,4,93,123,124,131,0.2,CS,0.79
111565,0,1,4,17,73,257,618,2328,0,4,14,29,69,196,414,1472,0.28,SS,0.29
111566,2,3,5,14,35,105,122,326,1,2,4,6,32,49,50,53,0.12,SM,0.22
111573,0,0,0,2,7,52,84,261,0,0,0,0,1,11,16,50,1.28,CS,3.3
111575,11,32,201,572,2833,9339,12085,15003,0,1,21,102,242,411,428,428,0.02,CS,0.29
111576,10,31,90,348,1075,2934,4345,6941,1,10,32,87,428,682,997,1575,0.08,ME,0.16
111577,3,6,17,52,249,630,1097,2079,3,3,7,28,189,563,943,1643,0.11,CS,0.12
111579,1,4,4,6,51,121,352,1208,0,1,1,3,14,15,25,100,0.23,CO,0.44
111588,0,2,8,40,184,726,1147,1900,1,3,5,26,140,526,834,1495,0.33,SS,0.04
111589,0,4,9,41,176,695,1122,1866,1,4,6,31,136,511,819,1477,0.29,CS,0.15
111591,0,0,0,0,5,7,57,373,0,0,0,0,6,6,6,96,3.21,SS,3.3
111592,6,28,58,136,708,6194,10575,15096,0,7,9,20,100,180,180,180,0.09,SG,0.27
111593,0,5,21,44,52,80,117,513,0,2,3,15,16,22,27,39,0.32,ME,0.3
111596,0,0,6,11,32,245,842,2591,0,0,4,14,56,251,555,736,0.71,CO,0.75
111609,0,0,4,5,5,17,72,672,0,0,1,3,3,9,65,80,0.53,CO,0.84
111611,0,0,1,1,26,135,388,843,0,0,0,0,18,72,234,517,0.61,CS,2.1
111612,3,3,20,26,42,49,53,104,0,0,9,10,13,14,14,21,0.11,CS,0.63
111613,2,5,16,50,238,823,1587,6111,1,4,17,62,228,755,856,1057,0.14,CS,0.16
111617,4,5,11,37,180,491,735,975,1,7,10,16,81,240,359,439,0.04,SM,0.19
111620,1,1,2,4,13,83,204,420,1,1,1,1,1,50,148,212,0.13,ME,0.13
111621,2,4,12,34,41,43,60,103,1,1,2,13,13,13,15,21,0.08,CS,0.11
111623,0,5,18,41,64,89,125,290,0,0,4,13,37,44,52,53,0.26,CS,0.7
111625,0,1,10,55,309,778,1278,5115,0,1,11,47,226,367,507,1167,0.4,CS,0.46
111627,1,9,28,98,506,786,910,1067,0,5,8,15,142,279,320,345,0.06,CS,0.26
111632,0,0,3,14,34,34,38,199,0,1,5,13,28,28,29,45,0.51,SS,0.44
111635,3,4,17,33,136,661,1424,2893,2,3,12,28,159,724,1181,1478,0.12,CS,0.08
111651,0,2,5,18,152,248,305,378,0,0,1,12,101,165,204,221,0.28,CS,0.67
111654,0,0,0,0,0,8,28,108,0,0,0,0,0,3,10,37,6.93,CS,7.06
111656,0,0,6,27,38,42,49,335,0,0,2,30,49,52,57,57,0.63,CS,0.75
111663,0,0,10,25,32,34,47,148,0,0,5,14,17,17,21,31,0.61,CO,0.56
111664,0,3,14,42,206,597,807,992,0,0,1,13,168,380,437,439,0.3,BB,0.58
111672,5,10,26,64,225,452,573,906,2,6,20,34,160,337,450,599,0.03,CS,0.09
111678,0,0,0,0,3,7,19,73,0,0,0,0,2,2,7,19,2.69,CO,2.95
111682,0,1,4,4,4,43,74,611,0,0,2,2,2,43,57,64,0.3,CS,0.74
111683,0,1,10,32,79,211,301,1301,0,0,9,29,53,122,127,130,0.48,CO,0.52
111686,0,2,11,14,15,17,45,214,0,3,10,10,10,10,10,22,0.44,CS,0.43
111693,0,0,0,0,0,15,72,450,0,0,0,0,0,9,56,71,6.26,CS,6.0
111694,0,0,0,0,0,7,10,55,0,0,0,0,0,1,1,2,6.72,CS,7.35
111698,0,0,1,3,50,79,200,426,0,0,0,0,25,50,147,212,0.64,CS,2.58
111700,0,0,0,7,76,153,287,1934,0,0,0,13,137,226,367,1057,1.06,SM,1.11
111706,3,6,16,69,185,290,319,429,2,4,9,38,118,199,216,221,0.1,SM,0.16
111710,4,13,38,97,164,470,1305,2305,1,2,6,25,71,84,117,293,0.07,CS,0.21
111713,0,1,1,6,15,25,33,169,0,0,0,0,4,4,5,29,0.4,CS,2.15
111718,0,4,17,56,145,179,221,495,0,2,5,25,86,114,122,135,0.38,CS,0.41
111719,0,0,1,7,47,77,109,391,0,1,2,4,31,53,64,208,0.55,CO,0.42
111729,5,9,18,65,274,615,687,1389,2,7,16,48,231,526,578,637,0.01,CO,0.08
111730,0,0,11,57,187,779,1122,1939,0,0,6,25,88,309,474,573,0.51,CS,0.65
111735,0,0,5,31,218,674,795,948,0,0,3,22,152,377,434,439,0.52,CO,0.77
111740,1,3,8,19,25,59,131,764,0,2,5,10,14,37,71,110,0.24,SG,0.41
111745,0,0,10,56,293,771,1257,5109,0,0,11,46,218,367,504,1164,0.5,CS,0.55
111748,0,1,2,4,10,62,91,202,1,2,4,4,15,47,52,78,0.46,CO,0.07
111753,0,0,3,8,67,177,391,2418,0,0,2,10,63,154,215,215,0.5,SM,0.5
111757,0,0,0,1,2,7,103,273,0,0,0,0,0,0,12,22,1.59,CS,13.95
111765,0,2,9,25,84,97,99,107,0,3,17,24,85,89,89,90,0.25,SS,0.29
111769,0,0,4,19,107,703,2083,4540,0,0,1,17,46,144,179,199,0.63,CS,0.9
111770,0,0,0,0,17,19,41,234,0,0,0,0,10,10,13,32,2.32,SG,2.57
111772,1,1,2,9,16,16,24,68,0,0,1,8,9,9,10,10,0.12,CS,0.86
111774,0,0,0,3,27,58,83,243,0,0,0,2,14,29,29,31,1.76,CS,1.62
111780,0,4,6,21,38,42,54,376,0,7,13,32,50,52,57,57,0.39,CS,0.4
111782,0,0,0,0,0,40,295,451,0,0,0,0,0,30,185,221,6.36,CS,6.6
111791,0,0,0,0,14,17,25,106,0,0,0,0,11,12,15,29,3.35,CS,3.35
111792,0,0,0,5,11,40,76,563,0,0,0,6,6,30,48,80,1.46,CO,1.13
111794,0,0,3,16,150,623,1058,2375,0,0,0,1,46,448,824,1478,0.5,CS,1.06
111795,4,14,17,66,270,543,651,1332,3,7,13,42,174,451,546,640,0.16,CO,0.19
111797,0,0,1,1,31,148,450,6827,0,0,1,3,20,75,145,197,0.63,CO,0.61
111800,0,0,14,59,279,956,2430,7515,0,0,9,30,179,187,276,1337,0.64,CS,0.67
111805,1,1,2,5,37,80,199,420,0,0,0,1,19,49,147,212,0.16,CO,1.35
111823,0,0,3,7,10,40,71,529,1,4,5,6,6,28,46,80,0.55,CO,0.21
111825,1,3,12,28,129,442,985,2810,0,1,5,15,112,204,355,869,0.25,CS,0.25
111826,0,2,11,31,92,96,99,108,0,3,10,29,88,89,89,90,0.47,BB,0.45
111834,5,7,12,53,271,719,1218,2335,3,10,13,35,239,654,984,1478,0.14,CS,0.12
111835,9,30,93,355,1080,2938,4347,6941,1,12,32,92,428,681,995,1575,0.15,ME,0.2
111838,0,0,1,4,101,403,838,1755,0,0,2,2,61,192,196,196,0.79,CS,0.63
111843,0,0,2,3,3,9,70,409,0,0,0,0,0,0,18,51,0.77,LG,11.88
111846,11,32,110,305,1269,7855,12651,15119,2,6,14,65,153,180,180,180,0.06,CS,0.21
111849,0,0,7,48,83,90,95,161,0,0,7,22,53,56,56,56,0.53,CO,0.81
111853,7,14,60,153,259,326,540,1515,4,5,9,28,89,127,165,288,0.1,CS,0.1
111855,0,0,0,0,13,71,355,798,0,0,0,0,9,11,41,80,2.4,CO,4.7
111859,0,1,1,1,3,28,34,466,0,0,0,0,0,5,5,19,0.48,CS,5.31
111867,1,2,10,44,120,153,160,223,0,1,16,23,97,122,125,131,0.24,CS,0.39
111873,0,0,0,1,3,19,42,383,0,0,0,0,0,12,12,12,1.52,ME,5.06
111879,0,0,0,8,67,90,102,169,0,0,0,6,41,56,56,56,1.16,CO,1.42
111880,0,3,10,40,200,577,799,993,0,1,1,9,165,380,437,439,0.27,CS,0.34
111892,1,8,21,70,142,2563,7032,14469,0,0,5,7,34,208,428,428,0.18,CS,0.53
111893,1,2,8,22,197,677,849,1084,0,0,10,15,100,241,335,355,0.1,MG,0.5
111896,0,0,0,0,17,19,39,227,0,0,0,0,10,10,12,32,2.14,CS,2.25
111898,0,0,5,23,37,65,79,285,0,0,0,14,22,29,29,31,0.69,CS,1.27
111899,0,0,0,4,26,76,238,614,0,0,0,0,9,13,14,72,1.21,CO,2.16
111923,2,6,13,62,543,1652,3467,6849,0,0,0,28,254,287,441,1369,0.16,MG,1.15
111924,0,0,0,0,1,5,14,35,0,0,0,0,0,0,2,5,2.85,CS,10.7
111926,2,2,7,18,85,96,99,108,5,8,9,17,71,89,89,90,0.13,CS,0.07
111929,0,1,4,17,75,258,619,2339,0,4,14,29,70,197,419,1473,0.37,SS,0.37
111939,1,1,2,10,72,243,322,366,0,0,0,11,40,63,68,81,0.12,CS,1.58
111942,0,1,8,33,204,682,851,1083,0,0,6,15,99,240,337,355,0.47,MG,0.52
111944,3,5,12,14,16,17,18,60,0,7,10,10,10,10,10,25,0.09,SS,0.33
111945,0,0,6,7,8,68,225,1995,0,0,4,5,5,52,187,215,0.81,SG,0.89
111948,1,2,12,42,123,153,160,220,0,10,22,29,98,122,125,131,0.11,CS,0.34
111956,0,5,9,24,142,473,968,1814,0,0,0,2,38,104,181,196,0.3,CS,1.43
111958,0,3,8,33,90,268,553,2832,0,2,3,18,76,89,168,641,0.33,SG,0.36
111960,0,2,7,31,234,621,1103,4622,0,4,13,68,267,690,1009,1057,0.28,CS,0.28
111971,0,0,0,0,4,45,63,524,0,0,0,0,2,43,57,68,2.64,CS,2.65
111974,3,8,18,64,263,615,688,1388,2,7,15,47,215,526,578,635,0.13,CS,0.15
111975,0,5,8,10,15,62,332,504,0,3,7,8,10,12,34,68,0.31,SM,0.32
111976,0,0,0,5,11,40,76,562,0,0,0,6,6,30,48,80,1.45,CO,1.13
111979,1,2,6,16,96,538,1159,2961,1,1,3,11,51,118,374,869,0.24,CS,0.24
111980,1,7,26,47,67,90,127,282,0,2,4,17,39,45,52,53,0.12,CO,0.3
111991,4,6,8,24,248,419,681,4178,6,8,8,11,41,92,137,185,0.04,SE,0.04
111992,0,0,6,15,37,42,55,411,0,0,2,23,48,52,57,57,0.56,CS,0.61
112000,0,0,1,4,91,478,643,1413,0,0,2,10,38,113,133,281,0.98,CS,0.59
112001,0,3,7,34,258,821,1223,1997,0,1,5,33,191,566,911,1602,0.27,SM,0.27
112003,0,2,5,18,152,248,305,378,0,0,1,12,101,165,204,221,0.36,CS,0.63
112006,0,0,15,58,281,968,2454,7521,0,0,7,30,182,187,276,1347,0.55,CS,0.63
112009,0,0,0,4,29,177,429,854,0,0,0,9,21,94,263,527,1.07,SS,1.08
112011,0,0,5,19,54,73,89,200,1,1,5,22,48,52,53,78,0.59,CO,0.21
112019,1,2,7,17,85,96,99,108,4,8,8,17,70,89,89,90,0.2,CS,0.08
112022,3,6,13,61,542,1656,3442,6835,0,0,0,28,252,287,440,1370,0.15,CS,1.07
112024,0,6,15,58,199,1204,3207,7219,0,2,3,34,130,262,744,1575,0.35,SG,0.44
112026,1,12,25,63,223,452,575,907,1,9,20,29,159,338,453,599,0.2,CO,0.22
112032,0,1,11,54,218,640,1028,2407,0,0,10,35,157,429,669,736,0.36,CO,0.58
112034,0,0,3,8,25,196,457,777,0,0,0,0,0,33,60,80,0.77,CO,5.76
112037,0,0,0,1,1,2,21,67,0,0,0,0,0,0,1,3,1.95,LG,13.57
112047,0,0,14,58,272,959,2442,7513,0,0,7,30,177,186,276,1337,0.65,BB,0.6
112051,1,4,6,13,129,393,635,855,1,4,12,26,133,315,451,553,0.24,CO,0.21
112057,0,2,8,21,43,68,105,447,0,1,11,17,20,20,21,80,0.39,CS,0.48
112058,0,1,10,56,319,778,1292,5111,0,1,10,50,235,367,513,1167,0.26,CS,0.27
112062,0,0,0,0,0,9,10,25,0,0,0,0,0,4,4,4,5.85,SS,6.17
112063,0,0,0,0,7,7,14,54,0,0,0,0,1,1,1,2,2.05,CS,3.81
112064,0,0,7,23,78,134,213,1700,0,0,6,22,66,103,149,303,0.6,CS,0.59
112065,0,3,14,22,24,58,131,935,0,1,5,21,21,45,116,597,0.45,CO,0.49
112076,0,0,0,0,0,2,5,75,0,0,0,0,0,0,0,15,5.04,CS,20.85
112081,0,2,3,5,31,181,648,1492,0,2,2,6,19,63,115,130,0.47,CO,0.47
112085,0,0,0,0,1,27,68,242,0,0,0,0,0,2,6,32,3.69,CS,8.91
112091,0,0,0,0,0,41,137,239,0,0,0,0,0,19,86,131,6.78,CS,7.45
112096,0,0,1,11,68,274,324,384,0,0,0,13,31,69,75,95,0.94,DR,1.17
112102,0,0,0,4,37,166,933,2458,0,0,0,2,33,145,217,352,1.14,BB,1.18
112108,9,24,86,191,336,1084,2627,6558,3,17,24,40,160,287,298,1244,0.09,SG,0.2
112115,0,0,16,49,173,266,311,385,0,0,7,42,105,176,209,221,0.54,CO,0.54
112116,0,0,1,11,32,236,827,2576,0,0,3,15,56,241,552,736,0.82,CO,0.84
112119,1,1,1,7,14,96,272,1163,0,0,0,4,5,60,87,110,0.16,MG,1.52
112121,1,1,2,10,199,1288,3080,6490,2,2,6,14,168,320,741,1518,0.03,CO,0.1
112122,0,2,4,30,91,225,559,2436,2,6,12,47,159,349,660,1057,0.33,SM,0.02
112124,0,0,1,6,43,78,114,399,0,1,2,4,32,56,68,210,0.6,CO,0.45
112126,0,0,2,5,5,6,16,368,0,0,2,6,6,6,6,90,0.67,SM,0.6
112127,1,2,4,18,150,247,305,377,0,0,1,13,101,163,204,221,0.25,CS,0.75
112132,0,1,3,5,9,37,98,609,0,1,2,3,3,20,36,53,0.38,CS,0.35
112133,0,0,0,0,0,20,29,101,0,0,0,0,0,11,11,21,6.58,CS,7.49
112134,0,1,1,2,40,76,110,388,0,0,0,1,15,46,61,208,0.31,CO,1.91
112138,0,0,5,16,72,85,91,122,0,0,10,17,71,74,74,76,0.51,CS,0.51
112144,0,0,4,23,52,71,86,189,0,0,3,25,37,52,53,78,0.68,CS,0.92
112146,0,0,5,18,74,154,212,405,0,0,2,12,59,123,159,212,0.53,SG,0.63
112151,1,1,8,42,214,875,1526,2136,1,1,6,39,140,582,1131,1723,0.14,CS,0.1
112152,0,1,11,55,317,778,1290,5111,0,1,11,48,234,367,511,1167,0.3,CS,0.34
112158,0,0,3,22,84,165,408,2456,0,0,3,29,81,115,158,215,0.9,CO,0.91
112159,3,4,20,83,287,622,790,959,0,4,26,41,109,286,435,439,0.11,SG,0.29
112166,1,5,9,19,63,147,382,2493,1,3,9,21,56,108,182,288,0.09,CO,0.12
112171,1,1,10,10,10,14,26,188,0,0,5,5,5,5,5,32,0.18,CS,0.52
112172,0,2,8,32,200,679,851,1082,0,3,6,15,86,239,337,355,0.49,LG,0.46
112182,0,2,6,24,46,70,101,447,0,2,5,17,20,20,24,83,0.33,SM,0.37
112187,0,0,6,28,95,270,573,2932,0,1,3,15,76,92,181,665,0.56,SG,0.43
112196,0,7,23,62,277,612,685,1386,2,6,19,44,227,524,578,637,0.28,CS,0.15
112200,0,0,18,47,175,267,312,385,0,0,8,39,105,176,209,221,0.5,BB,0.57
112204,0,1,1,12,55,80,124,528,0,0,0,11,16,23,23,39,0.45,CS,1.1
112210,0,0,2,7,34,35,58,204,0,0,0,1,28,29,29,45,0.9,CS,1.92
112212,1,4,14,41,53,80,116,512,0,1,2,15,16,22,27,39,0.14,SG,0.44
112221,0,0,0,5,6,9,33,271,0,0,0,2,2,3,8,39,1.12,SM,1.14
112223,7,14,46,93,316,1045,1747,2940,3,6,17,52,259,469,602,869,0.08,CS,0.08
112224,0,0,1,2,4,19,34,398,0,0,0,0,2,12,12,12,0.91,ME,4.11
112225,0,1,8,25,172,578,1202,3020,3,3,5,12,56,270,661,1466,0.32,CS,0.18
112226,2,4,12,34,41,43,60,103,1,1,2,13,13,13,15,21,0.14,CS,0.15
112240,1,1,8,22,198,681,851,1084,0,0,10,15,100,241,337,355,0.03,MG,0.57
112241,0,1,1,17,92,251,324,367,0,0,0,0,41,63,68,81,0.5,CS,2.08
112244,0,1,3,21,54,196,463,743,0,0,1,20,23,60,68,80,0.36,CO,1.0
112245,0,0,5,21,36,65,78,285,0,0,0,14,22,29,29,31,0.76,CS,1.34
112247,0,2,5,5,5,11,17,294,0,1,7,7,7,9,14,21,0.28,CO,0.42
112250,0,0,0,0,7,24,42,189,0,0,0,0,0,6,8,30,3.44,CS,6.19
112255,0,0,0,8,74,95,130,307,0,0,0,4,44,45,50,53,1.28,CS,1.84
112259,0,0,5,17,72,85,91,122,0,0,8,18,71,74,74,76,0.7,CS,0.68
112261,2,2,7,17,85,96,99,108,4,8,9,17,71,89,89,90,0.17,CS,0.06
112270,2,10,19,58,123,218,397,2270,2,5,6,36,101,154,248,352,0.19,SG,0.08
112275,0,0,0,0,19,89,278,670,0,0,0,0,12,36,45,63,2.19,CO,2.22
112281,1,9,12,13,13,16,26,37,0,5,5,5,5,5,5,5,0.16,BB,0.31
112291,0,0,0,0,3,7,11,75,0,0,0,0,2,2,4,19,3.16,CO,3.32
112296,4,6,18,59,244,630,1085,2067,0,3,9,33,183,581,942,1632,0.1,CS,0.35
112305,2,3,11,33,88,215,555,2385,3,6,21,48,158,339,649,1057,0.14,SM,0.21
112308,2,7,14,69,367,1093,2034,6967,0,5,14,49,298,678,831,1057,0.04,CS,0.4
112312,0,8,28,69,460,1730,3242,4437,0,1,7,19,122,244,385,548,0.37,CO,0.4
112313,0,0,0,0,1,93,156,217,0,0,0,0,0,52,121,131,3.88,CS,5.06
112319,0,0,0,1,17,42,182,427,0,0,0,0,11,21,107,148,1.49,CS,2.04
112320,0,1,1,1,1,7,59,124,0,0,0,0,0,0,2,8,0.43,CS,13.8
112328,0,1,8,35,207,690,851,1084,0,0,8,17,100,244,337,355,0.27,MG,0.7
112330,2,5,13,21,54,74,89,198,0,1,10,26,48,52,53,78,0.15,SG,0.4
112338,0,2,12,31,92,96,99,108,0,3,8,24,88,89,89,90,0.33,SS,0.34
112341,0,0,0,1,23,91,288,2523,0,0,0,0,8,30,128,537,1.69,CS,2.63
112353,7,12,46,92,315,1047,1748,2936,2,5,19,49,259,471,601,869,0.1,LG,0.14
112354,0,0,3,5,36,237,394,3212,0,0,1,2,27,133,223,552,0.67,CO,0.73
112365,8,32,94,366,1111,2949,4358,6943,1,11,33,91,428,676,998,1575,0.15,CS,0.15
112373,2,9,11,53,277,727,1222,2333,3,11,13,34,238,658,985,1478,0.24,CO,0.23
112376,0,0,2,5,8,87,215,461,0,0,0,2,2,71,124,148,0.65,CO,1.19
112377,2,8,23,58,267,559,777,963,0,0,3,15,87,249,416,439,0.11,CS,0.7
112379,0,1,1,6,17,58,71,405,0,0,0,5,21,31,35,69,0.25,SM,1.56
112381,4,11,40,105,393,981,2129,5787,0,5,13,53,240,476,912,1370,0.06,BB,0.46
112384,0,0,8,21,51,72,89,201,0,0,5,24,47,52,53,78,0.85,SM,0.61
112387,0,1,5,10,16,16,24,68,0,0,2,8,9,9,10,10,0.41,CS,0.84
112391,0,0,0,0,1,1,4,20,0,0,0,0,0,0,0,3,2.8,SG,18.11
112393,0,0,0,0,5,44,73,264,0,0,0,0,0,9,10,44,4.17,CO,5.06
112396,1,13,36,132,258,326,543,1510,0,5,8,29,88,128,163,288,0.2,SG,0.29
112398,0,0,2,20,73,97,126,309,0,0,0,21,44,45,50,53,0.84,CS,1.38
112406,0,2,8,32,194,673,851,1082,0,4,6,15,84,235,337,355,0.43,LG,0.42
112407,1,2,11,90,419,743,919,1065,0,1,2,36,118,251,311,345,0.18,CS,0.49
112414,3,5,16,38,82,91,97,158,1,2,7,18,44,56,56,56,0.13,MG,0.23
112416,2,4,12,27,31,34,48,147,1,2,6,15,17,17,23,31,0.12,CO,0.15
112436,3,5,22,86,284,627,789,959,2,3,25,41,110,286,435,439,0.05,SG,0.19
112441,1,1,1,3,13,80,249,1188,0,0,0,1,1,8,52,100,0.14,MG,1.3
112445,3,6,10,18,86,205,436,1832,7,10,13,26,130,270,528,1057,0.2,CO,0.17
112446,0,0,9,18,34,34,38,205,0,0,5,19,28,28,29,45,0.54,CS,0.56
112447,1,5,5,6,23,85,87,111,0,0,0,0,16,73,74,76,0.24,CO,4.07
112455,0,0,0,0,44,63,78,286,0,0,0,0,24,29,29,32,2.32,CO,2.3
112456,2,3,5,11,11,12,16,62,0,0,1,5,5,5,5,19,0.22,CS,0.95
112469,1,3,15,59,174,1105,3140,7210,0,0,4,32,129,243,727,1575,0.15,MG,0.67
112473,0,0,0,0,3,28,66,241,0,0,0,0,0,2,6,33,4.21,MG,9.62
112477,0,0,0,6,64,131,327,955,0,0,0,3,30,33,51,63,1.27,SG,1.46
112482,1,1,2,21,98,154,160,226,0,0,0,10,79,123,125,131,0.07,CS,1.84
112496,0,1,8,14,143,409,649,857,0,3,13,27,139,322,460,553,0.26,CO,0.27
112503,5,10,27,83,162,301,1063,2285,2,5,7,30,79,84,117,299,0.05,CS,0.16
112505,4,10,28,84,162,301,1067,2285,2,5,7,31,79,84,119,299,0.09,CS,0.14
112510,0,0,0,0,11,30,69,241,0,0,0,0,0,2,8,34,3.25,MG,9.68
112518,0,0,0,0,0,7,38,203,0,0,0,0,0,1,4,18,5.16,CS,6.89
112521,0,1,1,4,70,225,407,693,0,0,0,0,1,1,2,3,0.32,CS,2.9
112522,0,0,0,0,6,7,41,112,0,0,0,0,3,3,20,31,2.08,CS,2.23
112523,0,1,11,36,179,571,1039,2146,0,0,6,17,151,485,819,1471,0.38,CO,0.76
112524,0,0,1,1,14,63,150,701,0,0,0,0,2,14,30,54,0.81,CO,4.09
112525,0,1,4,5,5,11,18,294,1,2,4,7,7,9,14,21,0.37,CO,0.14
112526,0,0,17,59,282,962,2425,7522,0,0,11,30,182,187,276,1346,0.56,CS,0.69
112528,0,1,4,35,86,282,312,429,0,0,3,25,58,191,201,221,0.41,SG,0.62
112532,0,0,0,0,22,131,240,509,0,0,0,0,0,2,46,122,2.93,CS,6.61
112536,0,0,0,3,7,80,202,427,0,0,0,1,1,49,147,212,1.12,CS,1.31
112538,0,0,3,15,16,18,36,219,0,0,4,10,10,10,10,32,0.66,CS,0.96
112542,1,2,2,2,4,10,104,328,0,0,0,0,0,0,18,46,0.24,CO,11.14
112549,2,4,8,10,15,30,50,440,0,4,9,12,13,21,35,69,0.05,CO,0.33
112555,7,23,77,185,339,1068,2591,6539,4,17,24,37,158,287,298,1242,0.04,SG,0.22
112557,2,8,13,53,334,978,1637,3000,1,2,5,22,111,321,578,869,0.19,CS,0.2
112561,0,2,2,3,3,4,5,37,0,0,0,0,0,0,0,9,0.4,MG,20.94
112562,0,0,5,16,95,656,1713,4240,0,0,0,10,72,253,423,552,0.53,CO,1.14
112571,0,2,10,47,76,85,91,127,0,1,12,43,71,74,74,76,0.32,CS,0.33
112573,3,5,9,23,37,42,53,372,4,5,12,27,48,52,57,57,0.2,SM,0.22
112574,1,1,1,4,75,234,409,693,0,0,0,0,1,1,2,3,0.14,CS,2.85
112575,3,3,9,45,230,671,1019,2365,2,2,5,32,162,447,660,736,0.16,SM,0.16
112577,1,1,2,3,60,299,742,1062,0,1,1,8,46,143,262,355,0.2,CO,0.48
112583,0,0,2,21,74,97,127,308,0,0,0,20,44,45,50,53,0.77,CS,1.5
112607,2,10,19,58,123,218,397,2270,2,5,6,36,101,154,248,352,0.19,SG,0.08
112609,1,3,24,54,145,181,220,489,0,0,7,20,86,114,122,135,0.21,CS,0.58
112616,0,1,3,21,54,197,463,743,0,0,0,20,23,59,68,80,0.39,CO,1.02
112618,0,0,0,2,16,66,108,430,0,0,0,0,3,29,60,209,1.14,CS,3.89
112619,1,1,2,5,5,6,16,366,1,1,5,6,6,6,6,84,0.13,SM,0.15
112621,12,32,193,562,2820,9326,12078,15002,0,1,21,102,242,411,428,428,0.04,MG,0.31
112625,2,2,6,13,22,24,25,36,0,0,2,12,15,15,15,16,0.16,DR,0.74
112627,0,0,2,10,67,274,327,383,0,0,6,18,30,69,75,95,0.93,BB,0.88
112629,0,0,1,4,62,97,100,108,0,0,0,18,71,89,89,90,0.75,CO,1.04
112635,0,0,7,21,75,134,214,1685,0,0,6,22,62,103,147,303,0.76,CO,0.71
